;;;Bibtex_orig;;;;;;;;;;;ChatGPT;;;;;;;;;;;;Llama;;;;;;;;;;;;CERMINE;;;;;;;;Neural ParsCit
lnum;style;et al.;EN;au;ti;jo;ye;vo;nu;pa;se;bo;do;EN;au;ti;jo;ye;vo;nu;pa;se;bo;do;description;EN;au;ti;jo;ye;vo;nu;pa;se;bo;do;description;au;ti;jo;ye;pa;vo;nu;description;au;ti;jo;ye;pa;vo;bo;description
1169;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Anthony Van Raan And Bibliometrics <-> Research Evaluation -|- ;OK;DIFF;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;author: ajnederhofrjwtijssenhfmoed <-> ajnederhofrjwtijssen -|- title: Anthony Van Raan And Bibliometrics <-> Research Evaluation 19 -|- ;DIFF;MISS;MISS;OK;OK;OK;MISS;author: ajnederhofrjwtijssenhfmoed <-> moed -|- ;DIFF;DIFF;MISS;OK;DIFF;DIFF;NONE;author: ajnederhofrjwtijssenhfmoed <> hfmoedrjwtijssen69ajnederhof | title: Anthony Van Raan And Bibliometrics <> Research Evaluation | pages: 158-160 <> 158-160,0958-2029 | volume: 19 <> 19,issn | 
1170;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics Of Sentiment Analysis Literature <-> Journal Of Information Science -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics Of Sentiment Analysis Literature <-> Journal Of Information Science -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: akeramatfarhamirkhani <-> keramatfara -|- journal: Journal Of Information Science <-> Journal Of Information Science 45 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: akeramatfarhamirkhani <> hamirkhani70akeramatfar | title: Bibliometrics Of Sentiment Analysis Literature <> Journal Of Information | journal: Journal Of Information Science <> Science | pages: 3-15 <> 0165-5515 | volume: 45 <> 45,3-15,issn | 
1171;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics And The Brain Dead <-> Information Development -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics And The Brain Dead <-> Information Development -|- ;OK;MISS;DIFF;OK;OK;MISS;MISS;journal: Information Development <-> Information Development 27 -|- ;DIFF;DIFF;MISS;OK;DIFF;DIFF;NONE;author: imjohnson <> 71imjohnson | title: Bibliometrics And The Brain Dead <> Information Development | pages: 92-93 <> 0266-6669 | volume: 27 <> 27,92-93,issn | 
1172;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: The Bibliometrics Of Atmospheric Environment <-> Atmospheric Environment -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: The Bibliometrics Of Atmospheric Environment <-> Atmospheric Environment -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: pbrimblecombecmgrossi <-> grossicm -|- journal: Atmospheric Environment <-> Atmospheric Environment 43 -|- ;DIFF;DIFF;MISS;OK;DIFF;DIFF;NONE;author: pbrimblecombecmgrossi <> cmgrossi72pbrimblecombe | title: The Bibliometrics Of Atmospheric Environment <> Atmospheric Environment | pages: 9-12 <> 1352-2310 | volume: 43 <> 43,9-12,issn | 
1173;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Computer Bibliometrics For Journal Classification <-> Information Processing & Management -|- ;DIFF;DIFF;DIFF;MISS;MISS;MISS;MISS;OK;NONE;ADDED;NONE;ENTRYTYPE: article <-> inproceedings -|- author: rtodorovwglaenzel <-> rtodorov -|- title: Computer Bibliometrics For Journal Classification <-> Information Processing And Management Colloquium On Evaluation And Documentary Information Systems -|- ;DIFF;DIFF;DIFF;DIFF;OK;MISS;MISS;author: rtodorovwglaenzel <-> processing -|- title: Computer Bibliometrics For Journal Classification <-> Management 26, Colloquium On Evaluation And Documentary Information Systems -|- journal: Information Processing & Management <-> Univ Bordeaux Iii, Bordeaux, France, Nov 24-25 -|- year: 1990 <-> 1988 -|- ;DIFF;MISS;DIFF;DIFF;DIFF;DIFF;NONE;author: rtodorovwglaenzel <> univiiicolloquiumonevaluationanddocumentarysystemsinformationprocessingmanagement26wglaenzel73rtodorov | journal: Information Processing & Management <> Information Bordeaux Bordeaux, France | year: 1990 <> 1988,673-680,(1990 | pages: 673-680 <> 0306-4573 | volume: 26 <> NOV24-25,issn | 
1174;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Data Bibliometrics: Metrics Before Norms <-> Online Information Review -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: Data Bibliometrics: Metrics Before Norms <-> Online Information Review -|- ;MISS;MISS;DIFF;OK;OK;MISS;MISS;journal: Online Information Review <-> Online Information Review 41 -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: dstuart <> 74dstuart | pages: 428-435 <> 428-435,1468-4527 | volume: 41 <> 41,issn | 
1175;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics. Why Talk About That? <-> Orthopaedics & Traumatology-Surgery & Research -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics. Why Talk About That? <-> Orthopaedics & Traumatology-Surgery & Research -|- ;MISS;MISS;OK;OK;OK;OK;MISS;;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: pbeaufils <> 75pbeaufils | title: Bibliometrics. Why Talk About That? <> Orthopaedics & Traumatology-Surgery | journal: Orthopaedics & Traumatology-Surgery & Research <> Research | pages: 1423-1424 <> 1423-1424,1877-0568 | volume: 105 <> 105,issn | 
1176;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: On The Origins Of Bibliometrics <-> Scientometrics -|- ;OK;OK;DIFF;OK;MISS;OK;MISS;OK;NONE;NONE;NONE;title: On The Origins Of Bibliometrics <-> Scientometrics -|- ;DIFF;MISS;MISS;OK;OK;OK;MISS;author: bgodin <-> godinb -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: bgodin <> godin | pages: 109-133 <> 109-133,0138-9130 | volume: 68 <> 76.B.68,issn | 
1177;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics: The Best Available Information? <-> Social Work In Health Care -|- ;OK;DIFF;DIFF;DIFF;MISS;OK;MISS;OK;NONE;NONE;NONE;author: wkleinmbloom <-> 77wklein -|- title: Bibliometrics: The Best Available Information? <-> Social Work In Health Care -|- journal: Social Work In Health Care <-> Issn 0098-1389 -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: wkleinmbloom <-> socialwork -|- journal: Social Work In Health Care <-> In Health Care 41 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: wkleinmbloom <> mbloom77wklein | title: Bibliometrics: The Best Available Information? <> Social Work In | journal: Social Work In Health Care <> Health Care | pages: 117-121 <> 0098-1389 | volume: 41 <> 41,117-121,issn | 
1178;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Toward A Definition Of Bibliometrics <-> Scientometrics -|- ;OK;DIFF;DIFF;DIFF;MISS;OK;MISS;OK;NONE;NONE;NONE;author: rbroadus <-> 78rbroadus -|- title: Toward A Definition Of Bibliometrics <-> Scientometrics -|- journal: Scientometrics <-> Issn 0138-9130 -|- ;OK;MISS;MISS;OK;OK;OK;MISS;;MISS;MISS;DIFF;OK;DIFF;DIFF;NONE;journal: Scientometrics <> Broadus, Scientometrics | pages: 373-379 <> 373-379,0138-9130 | volume: 12 <> 78.R.12,issn | 
1179;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Dictionary Of Bibliometrics - Diodato,V <-> Journal Of The American Society For Information Science -|- ;OK;DIFF;DIFF;DIFF;MISS;OK;MISS;OK;NONE;NONE;NONE;author: kmccain <-> 80kmccain -|- title: Dictionary Of Bibliometrics - Diodato,V <-> Journal Of The American Society For Information Science -|- journal: Journal Of The American Society For Information Science <-> Issn 2234-517X -|- ;OK;MISS;DIFF;OK;OK;MISS;MISS;journal: Journal Of The American Society For Information Science <-> Journal Of The American Society For Information Science 47 -|- ;DIFF;MISS;DIFF;OK;DIFF;DIFF;NONE;author: kmccain <> journalofthe79kmccain | journal: Journal Of The American Society For Information Science <> American Society For Information Science | pages: 716-717 <> 0002-8231 | volume: 47 <> 47,716-717,issn | 
1180;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: A Look At The Bibliometrics <-> Ieee Internet Computing -|- ;OK;DIFF;DIFF;DIFF;MISS;OK;MISS;OK;NONE;NONE;NONE;author: gpallis <-> 81gpallis -|- title: A Look At The Bibliometrics <-> Internet Computing -|- journal: Ieee Internet Computing <-> Issn 1089-7801 -|- ;MISS;MISS;DIFF;OK;DIFF;MISS;DIFF;journal: Ieee Internet Computing <-> Ieee Internet Computing 23 -|- pages: 5-7 <-> 7-7801 -|- number: 4 <-> 5 -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: gpallis <> 80gpallis | pages: 5-7 <> 1089-7801 | volume: 23 <> 23,5-7,issn | 
1181;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics In (And Beyond) Research Evaluation <-> Em Questao -|- ;OK;DIFF;DIFF;DIFF;MISS;DIFF;MISS;DIFF;NONE;NONE;NONE;author: rromancini <-> 82jmeadows -|- title: Bibliometrics In (And Beyond) Research Evaluation <-> Interlending & Document Supply -|- journal: Em Questao <-> Issn 0264-1615 -|- volume: 23 <-> 33 -|- pages: 300-305 <-> 90-94 -|- ;MISS;MISS;DIFF;OK;OK;MISS;MISS;journal: Em Questao <-> Em Questao 23 -|- ;MISS;DIFF;OK;DIFF;DIFF;DIFF;NONE;title: Bibliometrics In (And Beyond) Research Evaluation <> Romancini, | year: 2017 <> 81.R.(2017 | pages: 300-305 <> 300-305,1807-8893 | volume: 23 <> 23,issn | 
1182;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: A Practical Line In Bibliometrics <-> Interlending & Document Supply -|- ;;;;;;;;;;;;Problem parsing;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: jmeadows <-> meadowsj -|- journal: Interlending & Document Supply <-> Interlending & Document Supply 33 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: jmeadows <> 82jmeadows | title: A Practical Line In Bibliometrics <> Interlending & Document | journal: Interlending & Document Supply <> Supply | pages: 90-94 <> 0264-1615 | volume: 33 <> 33,90-94,issn | 
1183;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics And Uk Science Policy <-> Scientometrics -|- ;;;;;;;;;;;;Problem parsing;OK;MISS;MISS;OK;OK;OK;MISS;;DIFF;MISS;DIFF;DIFF;DIFF;DIFF;NONE;author: dphillipsjturney <> atkinsonjturney83dphillips | journal: Scientometrics <> Scientometrics Australasian Journal Of Educational Technology Iii-V | year: 1988 <> 185-200,(2012 | pages: 185-200 <> 0138-9130(1988).84.R.1449-3098 | volume: 14 <> 14,issn:28,issn | 
1184;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Editorial 28(2) Bibliometrics Revisited <-> Australasian Journal Of Educational Technology -|- ;;;;;;;;;;;;Problem parsing;MISS;MISS;DIFF;DIFF;DIFF;MISS;MISS;journal: Australasian Journal Of Educational Technology <-> Australasian Journal Of Educational Technology 28 -|- year: 2012 <-> issn -|- pages: III-V <-> 1449-3098 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: ratkinson <> 84ratkinson | title: Editorial 28(2) Bibliometrics Revisited <> Australasian Journal | journal: Australasian Journal Of Educational Technology <> Of Educational Technology Iii-V | pages: III-V <> 1449-3098 | volume: 28 <> 28,issn | 
1185;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics, Dermatology And Contact Dermatitis <-> Contact Dermatitis -|- ;;;;;;;;;;;;Problem parsing;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: drsmith <-> smithdr -|- journal: Contact Dermatitis <-> Contact Dermatitis 59 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: drsmith <> 85drsmith | title: Bibliometrics, Dermatology And Contact Dermatitis <> Contact | journal: Contact Dermatitis <> Dermatitis | pages: 133-136 <> 133-136,0105-1873 | volume: 59 <> 59,issn | 
1186;science;0;article;1;1;1;1;0;1;1;0;0;0;OK;OK;DIFF;MISS;OK;NONE;MISS;OK;NONE;NONE;NONE;title: Bibliometrics And Modern Scientific Libraries <-> Nauchnye I Tekhnicheskie Biblioteki-Scientific And Technical Libraries -|- ;;;;;;;;;;;;Problem parsing;DIFF;MISS;DIFF;OK;DIFF;ADDED;MISS;author: ymokhnachevavtsvetkova <-> nauchnyeitekhnicheskiebibliotekiscientific -|- journal: Nauchnye I Tekhnicheskie Biblioteki-Scientific And Technical Libraries <-> Technical Libraries -|- pages: 51-62 <-> 62-9765 -|- ;DIFF;DIFF;DIFF;OK;DIFF;ADDED;NONE;author: ymokhnachevavtsvetkova <> andvtsvetkova86ymokhnacheva | title: Bibliometrics And Modern Scientific Libraries <> Nauchnye I Tekhnicheskie Biblioteki-Scientific | journal: Nauchnye I Tekhnicheskie Biblioteki-Scientific And Technical Libraries <> Technical Libraries | pages: 51-62 <> 0130-9765 | 
1187;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Individual Bibliometrics In Uk Anaesthesia <-> British Journal Of Anaesthesia -|- ;;;;;;;;;;;;Problem parsing;DIFF;DIFF;DIFF;OK;OK;DIFF;DIFF;author: ikmoppett <-> societyengland -|- title: Individual Bibliometrics In Uk Anaesthesia <-> Annual Meeting Of The Anaesthetic-Research- -|- journal: British Journal Of Anaesthesia <-> British Journal Of Anaesthesia 105 -|- volume: 105 <-> 01 -|- number: 5 <-> 02 -|- ;DIFF;MISS;DIFF;DIFF;DIFF;DIFF;NONE;author: ikmoppett <> britishjournalof87ikmoppett | journal: British Journal Of Anaesthesia <> Jul | year: 2010 <> 2010,(2010 | pages: 721-722 <> 721-722,0007-0912 | volume: 105 <> 01-02,issn | 
1188;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics In Information-Science Curricula <-> Information Scientist -|- ;OK;DIFF;DIFF;MISS;OK;MISS;MISS;DIFF;NONE;NONE;NONE;author: waiyepeku <-> waiyeku -|- title: Bibliometrics In Information-Science Curricula <-> Information Scientist -|- pages: 29-34 <-> 29u201334 -|- ;MISS;MISS;DIFF;OK;OK;MISS;MISS;journal: Information Scientist <-> Information Scientist 9 -|- ;DIFF;MISS;OK;OK;OK;OK;NONE;author: waiyepeku <> 88waiyepeku | 
1189;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Spatial Bibliometrics On The City Level <-> Journal Of Information Science -|- ;OK;DIFF;DIFF;MISS;OK;MISS;MISS;DIFF;NONE;NONE;NONE;author: lbornmannfdemoyaanegon <-> lbornmann -|- title: Spatial Bibliometrics On The City Level <-> Journal Of Information Science -|- pages: 416-425 <-> 416u2013425 -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: lbornmannfdemoyaanegon <-> bornmann -|- journal: Journal Of Information Science <-> Journal Of Information Science 45 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: lbornmannfdemoyaanegon <> fdemoyaanegon89lbornmann | title: Spatial Bibliometrics On The City Level <> Journal Of Information | journal: Journal Of Information Science <> Science | pages: 416-425 <> 416-425,0165-5515 | volume: 45 <> 45,issn | 
1190;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics-Measuring <I>Pervasive</I> <I>Computing'S</I> Impact <-> Ieee Pervasive Computing -|- ;OK;OK;DIFF;MISS;OK;MISS;MISS;DIFF;NONE;NONE;NONE;title: Bibliometrics-Measuring <I>Pervasive</I> <I>Computing'S</I> Impact <-> Pervasive Computing -|- pages: 6-9 <-> 6u20139 -|- ;OK;MISS;DIFF;OK;DIFF;MISS;DIFF;journal: Ieee Pervasive Computing <-> Ieee Pervasive Computing 17 -|- pages: 6-9 <-> 9-1268 -|- number: 3 <-> 6 -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: mlangheinrich <> 90mlangheinrich | pages: 6-9 <> 1536-1268 | volume: 17 <> 17,6-9,issn | 
1191;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;DIFF;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;author: mmcenerystonelakejdbernhard <-> mmcenerystonelake -|- title: The Bibliometrics Of Itch: 2017 Update <-> Acta Dermato-Venereologica -|- ;;;;;;;;;;;;Problem parsing;DIFF;MISS;DIFF;OK;DIFF;MISS;DIFF;author: mmcenerystonelakejdbernhard <-> bernhard -|- journal: Acta Dermato-Venereologica <-> Acta Dermato-Venereologica 97 -|- pages: 1051 <-> 0001-5555 -|- number: 8 <-> 1051 -|- ;DIFF;DIFF;MISS;OK;DIFF;DIFF;NONE;author: mmcenerystonelakejdbernhard <> jdbernhard91mmcenerystonelake | title: The Bibliometrics Of Itch: 2017 Update <> Acta Dermato-Venereologica | pages: 1051 <> 0001-5555 | volume: 97 <> 97,1051,issn | 
1192;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics, Scholarly Communication, And Communication-Research <-> Communication Research -|- ;OK;OK;DIFF;OK;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics, Scholarly Communication, And Communication-Research <-> Communication Research -|- ;OK;MISS;DIFF;OK;OK;MISS;MISS;journal: Communication Research <-> Communication Research 16 -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: wpaisley <> 92wpaisley | pages: 701-717 <> 0093-6502 | volume: 16 <> 16,701-717,issn | 
1193;science;0;inproceedings;1;1;0;1;0;0;1;1;1;0;OK;OK;DIFF;NONE;MISS;NONE;NONE;OK;NONE;DIFF;NONE;title: Science And Politics - Some Bibliometrics Analysis <-> Presented At The Science Indicators For Developing Countries -|- booktitle: Science Indicators For Developing Countries <-> International Conference On Science Indicators For Developing Countries, Unesco, Paris, France, Oct 15-19, 1990 -|- ;OK;DIFF;DIFF;NONE;DIFF;NONE;NONE;OK;NONE;OK;NONE;author: flancastersabdullah <-> flancaster -|- title: Science And Politics - Some Bibliometrics Analysis <-> Science Indicators For Developing Countries -|- year: 1992 <-> 1990 -|- ;DIFF;DIFF;ADDED;DIFF;OK;NONE;ADDED;author: flancastersabdullah <-> unesco -|- title: Science And Politics - Some Bibliometrics Analysis <-> Presented At The Science Indicators For Developing Countries -|- year: 1992 <-> 1990 -|- ;DIFF;DIFF;ADDED;DIFF;DIFF;ADDED;MISS;author: flancastersabdullah <> sabdullah93flancaster | title: Science And Politics - Some Bibliometrics Analysis <> Presented At The Science Indicators | year: 1992 <> 1990 | pages: 319-331 <> 319-331,isbn:2-7099-1082-9 | 
1194;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;DIFF;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;author: ecwhite <-> ewhite -|- title: Bibliometrics - From Curiosity To Convention <-> Special Libraries -|- ;OK;DIFF;DIFF;OK;OK;OK;MISS;OK;NONE;NONE;NONE;author: ecwhite <-> ewhite -|- title: Bibliometrics - From Curiosity To Convention <-> Special Libraries -|- ;MISS;MISS;DIFF;OK;OK;MISS;MISS;journal: Special Libraries <-> Special Libraries 76 -|- ;MISS;DIFF;DIFF;OK;DIFF;DIFF;NONE;title: Bibliometrics - From Curiosity To Convention <> 94.E. | journal: Special Libraries <> White, Special Libraries | pages: 35-42 <> 0038-6723 | volume: 76 <> 76,35-42,issn | 
1195;science;0;article;1;1;1;1;1;1;0;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;NONE;NONE;NONE;NONE;title: Bibliometrics On Public Utilities Registration Research <-> Land -|- ;OK;DIFF;DIFF;OK;OK;OK;MISS;NONE;NONE;NONE;NONE;author: gdzelalijamroic <-> gdzelalija -|- title: Bibliometrics On Public Utilities Registration Research <-> Land -|- ;DIFF;MISS;MISS;OK;NONE;OK;MISS;author: gdzelalijamroic <-> roicm -|- ;DIFF;MISS;OK;OK;NONE;OK;NONE;author: gdzelalijamroic <> mroic95gdzelalija | 
1196;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Informed Peer Review And Uninformed Bibliometrics? <-> Research Evaluation -|- ;OK;DIFF;DIFF;OK;OK;OK;MISS;OK;NONE;NONE;NONE;author: jneufeldmvonins <-> jneufeld -|- title: Informed Peer Review And Uninformed Bibliometrics? <-> Research Evaluation -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: jneufeldmvonins <-> jneufeld -|- journal: Research Evaluation <-> Research Evaluation 20 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: jneufeldmvonins <> mvonins96jneufeld | title: Informed Peer Review And Uninformed Bibliometrics? <> Research | journal: Research Evaluation <> Evaluation | pages: 31-46 <> 31-46,0958-2029 | volume: 20 <> 20,issn | 
1197;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics And A Culture Of Measurement <-> Journal Of Advanced Nursing -|- ;OK;DIFF;DIFF;OK;OK;OK;MISS;OK;NONE;NONE;NONE;author: mtraynorarafferty <-> mtraynor -|- title: Bibliometrics And A Culture Of Measurement <-> Journal Of Advanced Nursing -|- ;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: mtraynorarafferty <-> a -|- journal: Journal Of Advanced Nursing <-> Journal Of Advanced Nursing 36 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: mtraynorarafferty <> arafferty97mtraynor | title: Bibliometrics And A Culture Of Measurement <> Journal Of Advanced | journal: Journal Of Advanced Nursing <> Nursing | pages: 167-168 <> 0309-2402 | volume: 36 <> 36,167-168,issn | 
1198;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Scholarly Communication And Bibliometrics - Borgman,Cl <-> Journal Of Documentation -|- ;;;;;;;;;;;;Problem parsing;OK;MISS;DIFF;OK;OK;MISS;MISS;journal: Journal Of Documentation <-> Journal Of Documentation 48 -|- ;DIFF;MISS;OK;OK;DIFF;DIFF;NONE;author: sharter <> 98sharter | pages: 333-336 <> 333-336,0022-0418 | volume: 48 <> 48,issn | 
1199;science;0;article;1;1;1;1;1;1;1;0;0;0;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Bibliometrics And Libraries - A Promising Liaison <-> Zeitschrift Fur Bibliothekswesen Und Bibliographie -|- ;;;;;;;;;;;;Problem parsing;DIFF;MISS;DIFF;OK;OK;MISS;MISS;author: cgumpenbergermwielandjgorraiz <-> wieland -|- journal: Zeitschrift Fur Bibliothekswesen Und Bibliographie <-> Zeitschrift Fur Bibliothekswesen Und Bibliographie 61 -|- ;DIFF;DIFF;DIFF;OK;DIFF;DIFF;NONE;author: cgumpenbergermwielandjgorraiz <> jgorraizmwieland99cgumpenberger | title: Bibliometrics And Libraries - A Promising Liaison <> Zeitschrift Fur Bibliothekswesen | journal: Zeitschrift Fur Bibliothekswesen Und Bibliographie <> Und Bibliographie | pages: 247-250 <> 0044-2380 | volume: 61 <> 61,247-250,issn | 
1200;science;0;article;1;1;1;1;1;1;1;0;0;1;OK;OK;DIFF;MISS;OK;OK;MISS;OK;NONE;NONE;NONE;title: Brazilian Bibliometrics: Diffusion Of Its Literature <-> Revista Ibero-Americana De Ciencia Da Informacao -|- ;;;;;;;;;;;;Problem parsing;DIFF;MISS;MISS;OK;OK;OK;MISS;author: rualvaradocrestrepoarango <-> revistaiberoamericanadecienciada -|- ;DIFF;DIFF;DIFF;DIFF;DIFF;DIFF;NONE;author: rualvaradocrestrepoarango <> crestrepoarango100rualvarado | title: Brazilian Bibliometrics: Diffusion Of Its Literature <> Revista Ibero-Americana De Ciencia | journal: Revista Ibero-Americana De Ciencia Da Informacao <> Da Informacao | year: 2020 <> 200-222,(2020 | pages: 200-222 <> 1983-5213 | volume: 13 <> 13,issn | 
